loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisD[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], vbatLatest (V), amperageLatest (A), BaroAlt (cm), rssi, gyroADC[0] (deg/s), gyroADC[1] (deg/s), gyroADC[2] (deg/s), accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
1243, 45719295,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 119, 1870, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1244, 45720396,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  61, 119, 1871, 154, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1245, 45721406,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  60, 119, 1871, 156, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1246, 45722422,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 118, 1871, 154, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1247, 45723441,  -2,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 118, 1871, 154, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1280, 45724452,  -2,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 119, 1872, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1281, 45725463,  -2,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 118, 1872, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1282, 45726470,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 118, 1872, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1283, 45727477,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 118, 1872, 152, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1284, 45728488,  -2,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 119, 1873, 152, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1285, 45729673,  -2,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 119, 1873, 150, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1286, 45730890,  -2,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 119, 1873, 151, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1287, 45731902,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 119, 1873, 149, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1288, 45732912,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 120, 1873, 146, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1289, 45733922,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 121, 1873, 146, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1290, 45734942,   0,   0,   3,   0,   0,   0,   2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 121, 1873, 142, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1291, 45735958,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  60, 121, 1872, 142, 137, 137, 145, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1292, 45736972,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  60, 122, 1871, 139, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1293, 45737983,   0,   0,   4,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  60, 122, 1871, 142, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1294, 45738993,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  60, 122, 1870, 143, 137, 137, 149, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1295, 45740008,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  61, 122, 1869, 142, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1296, 45741021,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  61, 122, 1868, 143, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1297, 45742029,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, -1.00,  60, 122, 1868, 142, 137, 137, 151, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1298, 45743041,   0,   0,   5,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  60, 122, 1868, 147, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1299, 45744044,   0,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  60, 123, 1867, 149, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1300, 45745053,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, -1.00,  59, 122, 1866, 151, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1301, 45746066,  -1,   0,   4,   0,   0,   0,  -2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 122, 1865, 153, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1302, 45747072,  -1,   0,   4,   0,   0,   0,  -2,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 122, 1865, 152, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1303, 45748095,  -1,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1865, 153, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1304, 45749108,  -1,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 123, 1864, 153, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1305, 45750123,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 123, 1863, 152, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1306, 45751136,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  56, 123, 1863, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1307, 45752146,  -2,   0,   3,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 1.00, 0.00, 0.00,  56, 124, 1863, 154, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1308, 45753150,  -2,   0,   3,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 1.00, 0.00, 0.00,  55, 123, 1864, 151, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1309, 45754330,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  55, 123, 1863, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1310, 45755526,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  55, 123, 1863, 146, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1311, 45756539,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  55, 124, 1864, 146, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1344, 45757555,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  55, 124, 1865, 146, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1345, 45758575,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  56, 124, 1865, 147, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1346, 45759596,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 1.00,  56, 124, 1866, 149, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1347, 45760602,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  57, 125, 1866, 146, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1348, 45761606,  -1,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 124, 1868, 145, 137, 137, 144, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1349, 45762615,  -1,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 124, 1868, 143, 137, 137, 147, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1350, 45763625,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  59, 124, 1868, 143, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1351, 45764629,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  59, 124, 1868, 144, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1352, 45765638,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  60, 124, 1869, 144, 137, 137, 148, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1353, 45766653,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.700, 22, 511, -1.00, 0.00, 0.00,  60, 123, 1869, 147, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1354, 45767674,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.700, 22, 511, -1.00, 0.00, 0.00,  60, 123, 1868, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1355, 45768696,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  60, 123, 1868, 148, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1356, 45769718,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  60, 123, 1868, 144, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1357, 45770729,  -1,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  60, 123, 1869, 145, 137, 137, 146, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1358, 45771736,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  60, 122, 1869, 147, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1359, 45772747,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  60, 122, 1868, 149, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1360, 45773754,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, -1.00,  60, 122, 1868, 153, 137, 137, 141, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1361, 45774763,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, -1.00,  59, 122, 1869, 153, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1362, 45775785,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  59, 122, 1869, 153, 137, 137, 139, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1363, 45776808,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  59, 122, 1869, 152, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1364, 45778009,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1870, 152, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1365, 45779207,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 122, 1870, 151, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1366, 45780213,  -1,   0,   3,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 122, 1871, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1367, 45781217,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1871, 150, 137, 137, 137, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1368, 45782223,  -1,   0,   2,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1871, 147, 137, 137, 140, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1369, 45783231,  -1,   0,   2,   0,   0,   0,   0,   1,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, -1.00, 0.00,  58, 123, 1871, 148, 137, 137, 138, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1370, 45784246,  -1,   0,   2,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1871, 143, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1371, 45785264,   0,   0,   2,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.700, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1871, 144, 137, 137, 142, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1372, 45786282,   0,   0,   2,   0,   0,   0,   1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1870, 142, 137, 137, 143, 169, ANGLE_MODE, SMALL_ANGLE, IDLE, 1, 1
1408, 45790341,   0,   0,   3,   0,   0,   0,   1,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, -1.00, 0.00, 0.00,  59, 123, 1868, 140, 137, 137, 149, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1409, 45791350,   0,   0,   3,   0,   0,   0,   0,  -1,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, -1.00, 0.00, 0.00,  59, 123, 1868, 139, 137, 137, 150, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1410, 45792360,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, -1.00, 0.00, 0.00,  60, 123, 1867, 143, 137, 137, 147, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1411, 45793372,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, -1.00,  60, 123, 1866, 148, 137, 137, 144, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1412, 45794393,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1866, 151, 137, 137, 141, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1413, 45795410,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, -1.00,  59, 124, 1865, 154, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1414, 45796422,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, -1.00,  59, 124, 1865, 151, 137, 137, 141, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1415, 45797438,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  59, 123, 1865, 152, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1416, 45798454,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, -1.00,  58, 123, 1865, 152, 137, 137, 141, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1417, 45799465,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1864, 151, 137, 137, 141, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1418, 45800472,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1864, 150, 137, 137, 141, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1419, 45801657,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1864, 151, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1420, 45802868,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1865, 150, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1421, 45804022,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   4, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 123, 1865, 150, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1422, 45805041,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.600, 22, 511, 0.00, 0.00, 0.00,  58, 124, 1865, 148, 137, 137, 143, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1423, 45806048,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 124, 1865, 149, 137, 137, 142, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1424, 45807056,  -1,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 124, 1865, 148, 137, 137, 143, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1425, 45808065,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1865, 149, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1426, 45809075,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1865, 148, 137, 137, 142, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1427, 45810082,  -1,   0,   3,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 126, 1865, 145, 137, 137, 143, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1428, 45811097,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 126, 1865, 143, 137, 137, 145, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1429, 45812113,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 126, 1864, 142, 137, 137, 147, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1430, 45813131,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  58, 125, 1864, 141, 137, 137, 149, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1431, 45814145,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  58, 126, 1864, 142, 137, 137, 147, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1432, 45815155,   0,   0,   3,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  58, 125, 1863, 143, 137, 137, 148, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1433, 45816159,   0,   0,   4,   0,   0,   0,   1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  59, 125, 1863, 144, 137, 137, 147, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1434, 45817172,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 125, 1863, 144, 137, 137, 147, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1435, 45818183,   0,   0,   4,   0,   0,   0,   0,  -1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, -1.00, 0.00, 0.00,  58, 125, 1862, 144, 137, 137, 148, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1436, 45819196,   0,   0,   4,   0,   0,   0,   0,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1862, 146, 137, 137, 145, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1437, 45820209,   0,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 125, 1862, 149, 137, 137, 143, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1438, 45821227,  -1,   0,   4,   0,   0,   0,  -1,   0,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  59, 125, 1861, 152, 137, 137, 140, 169, 0, SMALL_ANGLE, IDLE, 1, 1
1439, 45822242,  -1,   0,   4,   0,   0,   0,  -1,   1,   0,  -2,   0,   5, 1000, 1.453, 1.650, 22, 511, 0.00, 0.00, 0.00,  58, 125, 1861, 155, 137, 137, 138, 169, 0, SMALL_ANGLE, IDLE, 1, 1
